FileName1,NumberOfNucleotides1,NumberOfWeakBonds1,IsPseudoknotted1,TimeToGenerateStructuralSequence1[ns],FileName2,NumberOfNucleotides2,NumberOfWeakBonds2,IsPseudoknotted2,TimeToGenerateStructuralSequence2[ns],MaxNumberOfNucleotides1-2,STREQDistance,TimeToCalculateSTREQDistance[ns]
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_106.ct",1524,468,Yes,2263159,1531,243,32464949
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_108.ct",1533,471,Yes,18571177,1533,432,3090922
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_109.ct",1548,476,Yes,598310,1548,450,3182768
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_110.ct",1550,478,Yes,591973,1550,452,1719189
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_111.ct",1532,471,Yes,573638,1532,432,1606889
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_112.ct",1534,467,Yes,577812,1534,433,1594352
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_113.ct",1537,469,Yes,551563,1537,431,1596995
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_114.ct",1537,469,Yes,543608,1537,431,1663619
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_126.ct",1517,464,Yes,549160,1531,434,1925157
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_145.ct",1519,466,Yes,526078,1531,435,1596550
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_163.ct",1530,468,Yes,553216,1531,434,1784445
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_164.ct",1527,467,Yes,540632,1531,434,1606499
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_165.ct",1525,467,Yes,530821,1531,434,1650156
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_166.ct",1529,469,Yes,535696,1531,435,1600797
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_167.ct",1525,467,Yes,528932,1531,434,1686008
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_169.ct",1531,468,Yes,523049,1531,434,1676402
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_170.ct",1522,464,Yes,541842,1531,434,1616334
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_171.ct",1526,468,Yes,533239,1531,435,1682901
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_173.ct",1521,464,Yes,515789,1531,434,1576969
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_174.ct",1531,468,Yes,519239,1531,434,1636885
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_178.ct",1525,467,Yes,571065,1531,434,1625220
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_179.ct",1527,469,Yes,518565,1531,431,1642524
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_180.ct",1527,468,Yes,522988,1531,434,1663778
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_181.ct",1528,468,Yes,518828,1531,429,1612358
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_182.ct",1525,467,Yes,534495,1531,434,1671724
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_183.ct",1525,467,Yes,531886,1531,434,1603126
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_184.ct",1520,465,Yes,517123,1531,441,1607968
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_186.ct",1527,468,Yes,516295,1531,434,1648382
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_187.ct",1529,469,Yes,534460,1531,434,1627014
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_188.ct",1526,466,Yes,513599,1531,434,1639780
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_189.ct",1535,474,Yes,530564,1535,432,1670030
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_190.ct",1531,468,Yes,539170,1531,434,1613197
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_191.ct",1528,467,Yes,525931,1531,434,1589640
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_193.ct",1525,466,Yes,514719,1531,441,1592528
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_194.ct",1524,467,Yes,525102,1531,432,1768384
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_195.ct",1521,464,Yes,513643,1531,434,1558774
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_196.ct",1530,467,Yes,517078,1531,434,1590881
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_197.ct",1527,468,Yes,529031,1531,434,1572125
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_199.ct",1530,474,Yes,531504,1531,393,1612187
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_200.ct",1530,468,Yes,535270,1531,434,1654185
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_201.ct",1524,467,Yes,518606,1531,434,1537582
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_202.ct",1530,468,Yes,536538,1531,435,1556150
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_203.ct",1528,467,Yes,515408,1531,434,1600615
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_204.ct",1526,468,Yes,517016,1531,434,1564106
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_205.ct",1528,468,Yes,530829,1531,434,2190399
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_206.ct",1531,476,Yes,544255,1531,328,1596642
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_207.ct",1531,476,Yes,539626,1531,328,1600042
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_3.ct",1550,480,Yes,599985,1550,950,2062464
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_55.ct",1520,464,Yes,510987,1531,398,1611483
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ac_75.ct",1512,465,Yes,558928,1531,435,1578510
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Aci_1.ct",1498,455,Yes,499223,1531,925,1588263
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Aci_92.ct",1540,477,Yes,548143,1540,414,1643761
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Aq_8.ct",1588,497,Yes,592110,1588,967,1761125
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Aq_9.ct",1582,497,Yes,593626,1582,967,1716751
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ba_135.ct",1531,472,Yes,530763,1531,447,1626070
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_Ba_17.ct",1537,471,Yes,527232,1537,439,1589145
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_C_38.ct",1554,482,Yes,568079,1554,952,1650601
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_C_39.ct",1554,482,Yes,556217,1554,952,1648735
"CRW_16S_B_Ac_10.ct",1531,470,Yes,9801916,"CRW_16S_B_C_40.ct",1554,482,Yes,557259,1554,952,1682161
