Id1;Id2;Distance
CRW_16S_A_C_19;CRW_16S_A_C_1;0
CRW_16S_A_C_19;CRW_16S_A_C_20;0
CRW_16S_A_C_19;CRW_16S_A_C_21;0
CRW_16S_A_C_19;CRW_16S_A_C_25;0
CRW_16S_A_C_19;CRW_16S_A_E_10;0
CRW_16S_A_C_19;CRW_16S_A_E_11;0
CRW_16S_A_C_19;CRW_16S_A_E_13;0
CRW_16S_A_C_19;CRW_16S_A_E_14;0
CRW_16S_A_C_19;CRW_16S_A_E_15;0
CRW_16S_A_C_19;CRW_16S_A_E_16;0
CRW_16S_A_C_19;CRW_16S_A_E_17;0
CRW_16S_A_C_19;CRW_16S_A_E_18;0
CRW_16S_A_C_19;CRW_16S_A_E_23;0
CRW_16S_A_C_19;CRW_16S_A_E_24;0
CRW_16S_A_C_19;CRW_16S_A_E_2;0
CRW_16S_A_C_19;CRW_16S_A_E_3;0
CRW_16S_A_C_19;CRW_16S_A_E_4;0
CRW_16S_A_C_19;CRW_16S_A_E_5;0
CRW_16S_A_C_19;CRW_16S_A_E_6;0
CRW_16S_A_C_19;CRW_16S_A_E_7;0
CRW_16S_A_C_19;CRW_16S_A_E_8;0
CRW_16S_A_C_19;CRW_16S_A_E_9;0
CRW_16S_A_C_19;CRW_16S_A_N_12;0
CRW_16S_A_C_1;CRW_16S_A_C_20;0
CRW_16S_A_C_1;CRW_16S_A_C_21;0
CRW_16S_A_C_1;CRW_16S_A_C_25;0
CRW_16S_A_C_1;CRW_16S_A_E_10;0
CRW_16S_A_C_1;CRW_16S_A_E_11;0
CRW_16S_A_C_1;CRW_16S_A_E_13;0
CRW_16S_A_C_1;CRW_16S_A_E_14;0
CRW_16S_A_C_1;CRW_16S_A_E_15;0
CRW_16S_A_C_1;CRW_16S_A_E_16;0
CRW_16S_A_C_1;CRW_16S_A_E_17;0
CRW_16S_A_C_1;CRW_16S_A_E_18;0
CRW_16S_A_C_1;CRW_16S_A_E_23;0
CRW_16S_A_C_1;CRW_16S_A_E_24;0
CRW_16S_A_C_1;CRW_16S_A_E_2;0
CRW_16S_A_C_1;CRW_16S_A_E_3;0
CRW_16S_A_C_1;CRW_16S_A_E_4;0
CRW_16S_A_C_1;CRW_16S_A_E_5;0
CRW_16S_A_C_1;CRW_16S_A_E_6;0
CRW_16S_A_C_1;CRW_16S_A_E_7;0
CRW_16S_A_C_1;CRW_16S_A_E_8;0
CRW_16S_A_C_1;CRW_16S_A_E_9;0
CRW_16S_A_C_1;CRW_16S_A_N_12;0
CRW_16S_A_C_20;CRW_16S_A_C_21;0
CRW_16S_A_C_20;CRW_16S_A_C_25;0
CRW_16S_A_C_20;CRW_16S_A_E_10;0
CRW_16S_A_C_20;CRW_16S_A_E_11;0
CRW_16S_A_C_20;CRW_16S_A_E_13;0
CRW_16S_A_C_20;CRW_16S_A_E_14;0
CRW_16S_A_C_20;CRW_16S_A_E_15;0
CRW_16S_A_C_20;CRW_16S_A_E_16;0
CRW_16S_A_C_20;CRW_16S_A_E_17;0
CRW_16S_A_C_20;CRW_16S_A_E_18;0
CRW_16S_A_C_20;CRW_16S_A_E_23;0
CRW_16S_A_C_20;CRW_16S_A_E_24;0
CRW_16S_A_C_20;CRW_16S_A_E_2;0
CRW_16S_A_C_20;CRW_16S_A_E_3;0
CRW_16S_A_C_20;CRW_16S_A_E_4;0
CRW_16S_A_C_20;CRW_16S_A_E_5;0
CRW_16S_A_C_20;CRW_16S_A_E_6;0
CRW_16S_A_C_20;CRW_16S_A_E_7;0
CRW_16S_A_C_20;CRW_16S_A_E_8;0
CRW_16S_A_C_20;CRW_16S_A_E_9;0
CRW_16S_A_C_20;CRW_16S_A_N_12;0
CRW_16S_A_C_21;CRW_16S_A_C_25;0
CRW_16S_A_C_21;CRW_16S_A_E_10;0
CRW_16S_A_C_21;CRW_16S_A_E_11;0
CRW_16S_A_C_21;CRW_16S_A_E_13;0
CRW_16S_A_C_21;CRW_16S_A_E_14;0
CRW_16S_A_C_21;CRW_16S_A_E_15;0
CRW_16S_A_C_21;CRW_16S_A_E_16;0
CRW_16S_A_C_21;CRW_16S_A_E_17;0
CRW_16S_A_C_21;CRW_16S_A_E_18;0
CRW_16S_A_C_21;CRW_16S_A_E_23;0
CRW_16S_A_C_21;CRW_16S_A_E_24;0
CRW_16S_A_C_21;CRW_16S_A_E_2;0
CRW_16S_A_C_21;CRW_16S_A_E_3;0
CRW_16S_A_C_21;CRW_16S_A_E_4;0
CRW_16S_A_C_21;CRW_16S_A_E_5;0
CRW_16S_A_C_21;CRW_16S_A_E_6;0
CRW_16S_A_C_21;CRW_16S_A_E_7;0
CRW_16S_A_C_21;CRW_16S_A_E_8;0
CRW_16S_A_C_21;CRW_16S_A_E_9;0
CRW_16S_A_C_21;CRW_16S_A_N_12;0
CRW_16S_A_C_25;CRW_16S_A_E_10;0
CRW_16S_A_C_25;CRW_16S_A_E_11;0
CRW_16S_A_C_25;CRW_16S_A_E_13;0
CRW_16S_A_C_25;CRW_16S_A_E_14;0
CRW_16S_A_C_25;CRW_16S_A_E_15;0
CRW_16S_A_C_25;CRW_16S_A_E_16;0
CRW_16S_A_C_25;CRW_16S_A_E_17;0
CRW_16S_A_C_25;CRW_16S_A_E_18;0
CRW_16S_A_C_25;CRW_16S_A_E_23;0
CRW_16S_A_C_25;CRW_16S_A_E_24;0
CRW_16S_A_C_25;CRW_16S_A_E_2;0
CRW_16S_A_C_25;CRW_16S_A_E_3;0
CRW_16S_A_C_25;CRW_16S_A_E_4;0
CRW_16S_A_C_25;CRW_16S_A_E_5;0
CRW_16S_A_C_25;CRW_16S_A_E_6;0
CRW_16S_A_C_25;CRW_16S_A_E_7;0
CRW_16S_A_C_25;CRW_16S_A_E_8;0
CRW_16S_A_C_25;CRW_16S_A_E_9;0
CRW_16S_A_C_25;CRW_16S_A_N_12;0
CRW_16S_A_E_10;CRW_16S_A_E_11;0
CRW_16S_A_E_10;CRW_16S_A_E_13;0
CRW_16S_A_E_10;CRW_16S_A_E_14;0
CRW_16S_A_E_10;CRW_16S_A_E_15;0
CRW_16S_A_E_10;CRW_16S_A_E_16;0
CRW_16S_A_E_10;CRW_16S_A_E_17;0
