Id1;Id2;Distance
CRW_5S_A_C_20;CRW_5S_A_C_22;32.5
CRW_5S_A_C_20;CRW_5S_A_C_23;36
CRW_5S_A_C_20;CRW_5S_A_C_24;36
CRW_5S_A_C_20;CRW_5S_A_C_25;35
CRW_5S_A_C_20;CRW_5S_A_E_10;44.5
CRW_5S_A_C_20;CRW_5S_A_E_11;45
CRW_5S_A_C_20;CRW_5S_A_E_12;45.5
CRW_5S_A_C_20;CRW_5S_A_E_13;44.5
CRW_5S_A_C_20;CRW_5S_A_E_14;44.25
CRW_5S_A_C_20;CRW_5S_A_E_15;45.25
CRW_5S_A_C_20;CRW_5S_A_E_16;45
CRW_5S_A_C_20;CRW_5S_A_E_17;49.75
CRW_5S_A_C_20;CRW_5S_A_E_18;47.5
CRW_5S_A_C_20;CRW_5S_A_E_19;51
CRW_5S_A_C_20;CRW_5S_A_E_21;35.75
CRW_5S_A_C_20;CRW_5S_A_E_26;36.75
CRW_5S_A_C_20;CRW_5S_A_E_27;42
CRW_5S_A_C_20;CRW_5S_A_E_2;46.5
CRW_5S_A_C_20;CRW_5S_A_E_3;44.25
CRW_5S_A_C_20;CRW_5S_A_E_4;40.25
CRW_5S_A_C_20;CRW_5S_A_E_5;44.25
CRW_5S_A_C_20;CRW_5S_A_E_6;44.5
CRW_5S_A_C_20;CRW_5S_A_E_7;47
CRW_5S_A_C_20;CRW_5S_A_E_8;49.5
CRW_5S_A_C_20;CRW_5S_A_E_9;39.5
CRW_5S_A_C_22;CRW_5S_A_C_23;24.5
CRW_5S_A_C_22;CRW_5S_A_C_24;24.5
CRW_5S_A_C_22;CRW_5S_A_C_25;23
CRW_5S_A_C_22;CRW_5S_A_E_10;37.5
CRW_5S_A_C_22;CRW_5S_A_E_11;42.75
CRW_5S_A_C_22;CRW_5S_A_E_12;43.25
CRW_5S_A_C_22;CRW_5S_A_E_13;40.5
CRW_5S_A_C_22;CRW_5S_A_E_14;43.75
CRW_5S_A_C_22;CRW_5S_A_E_15;46.25
CRW_5S_A_C_22;CRW_5S_A_E_16;45.5
CRW_5S_A_C_22;CRW_5S_A_E_17;50
CRW_5S_A_C_22;CRW_5S_A_E_18;38.5
CRW_5S_A_C_22;CRW_5S_A_E_19;49.75
CRW_5S_A_C_22;CRW_5S_A_E_21;33.5
CRW_5S_A_C_22;CRW_5S_A_E_26;36.5
CRW_5S_A_C_22;CRW_5S_A_E_27;41
CRW_5S_A_C_22;CRW_5S_A_E_2;44.25
CRW_5S_A_C_22;CRW_5S_A_E_3;47.5
CRW_5S_A_C_22;CRW_5S_A_E_4;43.5
CRW_5S_A_C_22;CRW_5S_A_E_5;44
CRW_5S_A_C_22;CRW_5S_A_E_6;44.25
CRW_5S_A_C_22;CRW_5S_A_E_7;46
CRW_5S_A_C_22;CRW_5S_A_E_8;47.75
CRW_5S_A_C_22;CRW_5S_A_E_9;34.75
CRW_5S_A_C_23;CRW_5S_A_C_24;1
CRW_5S_A_C_23;CRW_5S_A_C_25;2.5
CRW_5S_A_C_23;CRW_5S_A_E_10;41
CRW_5S_A_C_23;CRW_5S_A_E_11;45
CRW_5S_A_C_23;CRW_5S_A_E_12;45.5
CRW_5S_A_C_23;CRW_5S_A_E_13;46
CRW_5S_A_C_23;CRW_5S_A_E_14;45.5
CRW_5S_A_C_23;CRW_5S_A_E_15;47.5
CRW_5S_A_C_23;CRW_5S_A_E_16;48.25
